datetime,Year,Month_of_year,Week_of_year,Day_of_year,Day_of_month,Day_of_week,Hour,Day_type,Dew_Point,Temperature,Pressure,Wind_Speed,pm2.5_prev_hour,pm2.5_prev_day,pm2.5_prev_week,Target
2010-04-03 12:00:00,2010,4,13,93,3,5,12,1,-12,13.0,1018.0,16.99,59.0,17.0,62.0,4
2010-04-03 13:00:00,2010,4,13,93,3,5,13,1,-11,13.0,1016.0,21.91,82.0,13.0,71.0,4
2010-04-03 14:00:00,2010,4,13,93,3,5,14,1,-8,13.0,1015.0,25.93,89.0,17.0,58.0,5
2010-04-03 15:00:00,2010,4,13,93,3,5,15,1,-7,15.0,1013.0,29.06,110.0,16.0,48.0,5
2010-04-03 16:00:00,2010,4,13,93,3,5,16,1,-5,16.0,1012.0,33.98,128.0,18.0,50.0,5
2010-04-03 17:00:00,2010,4,13,93,3,5,17,1,-4,15.0,1011.0,38.9,132.0,12.0,54.0,5
2010-04-03 18:00:00,2010,4,13,93,3,5,18,1,-4,13.0,1011.0,42.03,136.0,12.0,61.0,4
2010-04-03 19:00:00,2010,4,13,93,3,5,19,1,-4,12.0,1010.0,45.16,132.0,21.0,59.0,5
2010-04-03 20:00:00,2010,4,13,93,3,5,20,1,-4,13.0,1010.0,49.18,119.0,30.0,62.0,5
2010-04-03 21:00:00,2010,4,13,93,3,5,21,1,-2,12.0,1010.0,53.2,131.0,69.0,54.0,5
2010-04-03 22:00:00,2010,4,13,93,3,5,22,1,-2,12.0,1011.0,57.22,161.0,77.0,57.0,5
2010-04-03 23:00:00,2010,4,13,93,3,5,23,1,-2,11.0,1010.0,62.14,168.0,49.0,44.0,5
2010-04-04 00:00:00,2010,4,13,94,4,6,0,1,-1,10.0,1010.0,0.89,164.0,48.0,41.0,5
2010-04-04 01:00:00,2010,4,13,94,4,6,1,1,-1,9.0,1010.0,1.79,184.0,53.0,48.0,6
2010-04-04 02:00:00,2010,4,13,94,4,6,2,1,-1,7.0,1010.0,0.89,178.0,52.0,44.0,6
2010-04-04 03:00:00,2010,4,13,94,4,6,3,1,-1,8.0,1010.0,0.89,194.0,53.0,56.0,6
2010-04-04 04:00:00,2010,4,13,94,4,6,4,1,-1,7.0,1010.0,0.89,206.0,58.0,59.0,5
2010-04-04 05:00:00,2010,4,13,94,4,6,5,1,-1,6.0,1010.0,1.78,191.0,56.0,67.0,6
2010-04-04 06:00:00,2010,4,13,94,4,6,6,1,0,5.0,1010.0,3.13,180.0,60.0,68.0,5
2010-04-04 07:00:00,2010,4,13,94,4,6,7,1,0,7.0,1011.0,4.92,200.0,100.0,99.0,6
2010-04-04 08:00:00,2010,4,13,94,4,6,8,1,1,11.0,1011.0,1.79,170.0,133.0,88.0,5
2010-04-04 09:00:00,2010,4,13,94,4,6,9,1,0,13.0,1012.0,4.92,197.0,138.0,74.0,5
2010-04-04 10:00:00,2010,4,13,94,4,6,10,1,-3,16.0,1011.0,8.94,184.0,67.0,86.0,4
2010-04-04 11:00:00,2010,4,13,94,4,6,11,1,-8,17.0,1011.0,1.79,167.0,59.0,93.0,4
2010-04-04 12:00:00,2010,4,13,94,4,6,12,1,-8,19.0,1010.0,4.02,111.0,82.0,96.0,2
2010-04-04 13:00:00,2010,4,13,94,4,6,13,1,-11,20.0,1009.0,7.15,92.0,89.0,120.0,2
2010-04-04 14:00:00,2010,4,13,94,4,6,14,1,-13,21.0,1009.0,1.79,44.0,110.0,99.0,1
2010-04-04 15:00:00,2010,4,13,94,4,6,15,1,-11,21.0,1008.0,1.79,41.0,128.0,100.0,1
2010-04-04 16:00:00,2010,4,13,94,4,6,16,1,-11,22.0,1008.0,3.58,34.0,132.0,63.0,1
2010-04-04 17:00:00,2010,4,13,94,4,6,17,1,-13,21.0,1007.0,6.71,27.0,136.0,57.0,2
2010-04-04 18:00:00,2010,4,13,94,4,6,18,1,-10,20.0,1008.0,10.73,32.0,132.0,46.0,3
2010-04-04 19:00:00,2010,4,13,94,4,6,19,1,-11,16.0,1008.0,14.75,43.0,119.0,48.0,3
2010-04-04 20:00:00,2010,4,13,94,4,6,20,1,-8,14.0,1009.0,16.54,61.0,131.0,60.0,3
2010-04-04 21:00:00,2010,4,13,94,4,6,21,1,-7,15.0,1009.0,19.67,70.0,161.0,57.0,4
2010-04-04 22:00:00,2010,4,13,94,4,6,22,1,2,14.0,1010.0,24.59,87.0,168.0,72.0,5
2010-04-04 23:00:00,2010,4,13,94,4,6,23,1,2,13.0,1010.0,28.61,98.0,164.0,82.0,6
2010-04-05 00:00:00,2010,4,14,95,5,0,0,0,2,12.0,1010.0,31.74,173.0,184.0,92.0,5
2010-04-05 01:00:00,2010,4,14,95,5,0,1,0,1,11.0,1011.0,34.87,199.0,178.0,100.0,5
2010-04-05 02:00:00,2010,4,14,95,5,0,2,0,1,11.0,1011.0,39.79,177.0,194.0,117.0,6
2010-04-05 03:00:00,2010,4,14,95,5,0,3,0,0,10.0,1012.0,0.89,169.0,206.0,129.0,5
2010-04-05 04:00:00,2010,4,14,95,5,0,4,0,0,8.0,1011.0,1.78,187.0,191.0,132.0,5
2010-04-05 05:00:00,2010,4,14,95,5,0,5,0,0,9.0,1011.0,1.79,166.0,180.0,142.0,5
2010-04-05 06:00:00,2010,4,14,95,5,0,6,0,1,7.0,1012.0,3.58,161.0,200.0,147.0,5
2010-04-05 07:00:00,2010,4,14,95,5,0,7,0,1,7.0,1013.0,0.89,169.0,170.0,169.0,5
2010-04-05 08:00:00,2010,4,14,95,5,0,8,0,2,10.0,1013.0,1.78,180.0,197.0,208.0,5
2010-04-05 09:00:00,2010,4,14,95,5,0,9,0,1,13.0,1013.0,1.79,166.0,184.0,198.0,5
2010-04-05 10:00:00,2010,4,14,95,5,0,10,0,0,14.0,1013.0,1.79,185.0,167.0,203.0,5
2010-04-05 11:00:00,2010,4,14,95,5,0,11,0,0,15.0,1012.0,1.79,166.0,111.0,218.0,5
2010-04-05 12:00:00,2010,4,14,95,5,0,12,0,1,16.0,1012.0,5.81,171.0,92.0,220.0,5
2010-04-05 13:00:00,2010,4,14,95,5,0,13,0,1,16.0,1011.0,10.73,176.0,44.0,222.0,5
2010-04-05 14:00:00,2010,4,14,95,5,0,14,0,1,16.0,1011.0,15.65,186.0,41.0,237.0,4
2010-04-05 15:00:00,2010,4,14,95,5,0,15,0,2,15.0,1011.0,20.57,142.0,34.0,245.0,5
2010-04-05 16:00:00,2010,4,14,95,5,0,16,0,2,14.0,1012.0,26.38,121.0,27.0,260.0,5
2010-04-05 17:00:00,2010,4,14,95,5,0,17,0,2,13.0,1014.0,29.51,130.0,32.0,259.0,5
2010-04-05 18:00:00,2010,4,14,95,5,0,18,0,4,8.0,1016.0,8.05,132.0,43.0,275.0,2
2010-04-05 19:00:00,2010,4,14,95,5,0,19,0,4,8.0,1018.0,3.13,126.0,61.0,280.0,1
2010-04-05 20:00:00,2010,4,14,95,5,0,20,0,4,8.0,1020.0,3.13,47.0,70.0,296.0,1
2010-04-05 21:00:00,2010,4,14,95,5,0,21,0,4,8.0,1022.0,3.13,25.0,87.0,366.0,1
2010-04-05 22:00:00,2010,4,14,95,5,0,22,0,4,6.0,1023.0,0.89,23.0,98.0,317.0,1
2010-04-05 23:00:00,2010,4,14,95,5,0,23,0,3,7.0,1024.0,1.79,20.0,173.0,297.0,1
2010-04-06 00:00:00,2010,4,14,96,6,1,0,0,2,6.0,1024.0,0.89,18.0,199.0,288.0,0
2010-04-06 01:00:00,2010,4,14,96,6,1,1,0,-3,7.0,1024.0,3.13,30.0,177.0,288.0,0
2010-04-06 02:00:00,2010,4,14,96,6,1,2,0,-7,7.0,1025.0,7.15,14.0,169.0,254.0,1
2010-04-06 03:00:00,2010,4,14,96,6,1,3,0,-7,6.0,1025.0,10.28,12.0,187.0,254.0,1
2010-04-06 04:00:00,2010,4,14,96,6,1,4,0,-8,6.0,1026.0,14.3,18.0,166.0,248.0,1
2010-04-06 05:00:00,2010,4,14,96,6,1,5,0,-11,6.0,1026.0,19.22,19.0,161.0,271.0,1
2010-04-06 06:00:00,2010,4,14,96,6,1,6,0,-12,5.0,1027.0,24.14,33.0,169.0,271.0,1
2010-04-06 07:00:00,2010,4,14,96,6,1,7,0,-13,7.0,1027.0,29.95,26.0,180.0,271.0,1
2010-04-06 08:00:00,2010,4,14,96,6,1,8,0,-14,9.0,1028.0,37.1,24.0,166.0,271.0,1
2010-04-06 09:00:00,2010,4,14,96,6,1,9,0,-16,11.0,1028.0,45.15,28.0,185.0,271.0,1
2010-04-06 10:00:00,2010,4,14,96,6,1,10,0,-16,12.0,1028.0,54.98,27.0,166.0,271.0,0
2010-04-06 11:00:00,2010,4,14,96,6,1,11,0,-17,13.0,1027.0,62.13,19.0,171.0,271.0,0
2010-04-06 12:00:00,2010,4,14,96,6,1,12,0,-14,13.0,1026.0,1.79,16.0,176.0,271.0,0
2010-04-06 13:00:00,2010,4,14,96,6,1,13,0,-15,14.0,1025.0,4.92,15.0,186.0,195.0,0
2010-04-06 14:00:00,2010,4,14,96,6,1,14,0,-17,16.0,1024.0,5.81,16.0,142.0,195.0,0
2010-04-06 15:00:00,2010,4,14,96,6,1,15,0,-17,16.0,1024.0,12.96,16.0,121.0,195.0,0
2010-04-06 16:00:00,2010,4,14,96,6,1,16,0,-17,16.0,1023.0,18.77,15.0,130.0,195.0,0
2010-04-06 17:00:00,2010,4,14,96,6,1,17,0,-17,15.0,1024.0,22.79,17.0,132.0,195.0,0
2010-04-06 18:00:00,2010,4,14,96,6,1,18,0,-15,14.0,1023.0,25.92,12.0,126.0,195.0,0
2010-04-06 19:00:00,2010,4,14,96,6,1,19,0,-17,13.0,1024.0,0.45,15.0,47.0,195.0,1
2010-04-06 20:00:00,2010,4,14,96,6,1,20,0,-15,13.0,1025.0,3.13,17.0,25.0,195.0,1
2010-04-06 21:00:00,2010,4,14,96,6,1,21,0,-11,11.0,1025.0,1.79,23.0,23.0,195.0,1
2010-04-06 22:00:00,2010,4,14,96,6,1,22,0,-8,8.0,1025.0,0.89,19.0,20.0,195.0,1
2010-04-06 23:00:00,2010,4,14,96,6,1,23,0,-10,8.0,1025.0,1.78,24.0,18.0,195.0,2
2010-04-07 00:00:00,2010,4,14,97,7,2,0,0,-5,5.0,1025.0,0.89,34.0,30.0,195.0,2
2010-04-07 01:00:00,2010,4,14,97,7,2,1,0,-9,6.0,1025.0,0.45,52.0,14.0,195.0,3
2010-04-07 02:00:00,2010,4,14,97,7,2,2,0,-9,4.0,1024.0,1.34,55.0,12.0,195.0,3
2010-04-07 03:00:00,2010,4,14,97,7,2,3,0,-8,3.0,1024.0,0.89,69.0,18.0,195.0,4
2010-04-07 04:00:00,2010,4,14,97,7,2,4,0,-7,4.0,1024.0,0.89,87.0,19.0,195.0,3
2010-04-07 05:00:00,2010,4,14,97,7,2,5,0,-7,3.0,1024.0,0.89,102.0,33.0,195.0,3
2010-04-07 06:00:00,2010,4,14,97,7,2,6,0,-7,1.0,1024.0,1.79,79.0,26.0,195.0,3
2010-04-07 07:00:00,2010,4,14,97,7,2,7,0,-3,3.0,1025.0,0.89,75.0,24.0,124.0,3
2010-04-07 08:00:00,2010,4,14,97,7,2,8,0,-5,6.0,1025.0,0.89,68.0,28.0,129.0,4
2010-04-07 09:00:00,2010,4,14,97,7,2,9,0,-5,10.0,1024.0,1.79,78.0,27.0,129.0,4
2010-04-07 10:00:00,2010,4,14,97,7,2,10,0,-5,12.0,1024.0,1.79,101.0,19.0,129.0,5
2010-04-07 11:00:00,2010,4,14,97,7,2,11,0,-4,15.0,1022.0,3.13,114.0,16.0,129.0,5
2010-04-07 12:00:00,2010,4,14,97,7,2,12,0,-4,17.0,1021.0,8.05,135.0,15.0,129.0,4
2010-04-07 13:00:00,2010,4,14,97,7,2,13,0,-5,19.0,1019.0,15.2,140.0,16.0,129.0,4
2010-04-07 14:00:00,2010,4,14,97,7,2,14,0,-7,20.0,1018.0,24.14,118.0,16.0,129.0,4
2010-04-07 15:00:00,2010,4,14,97,7,2,15,0,-7,20.0,1017.0,33.97,108.0,15.0,129.0,4
2010-04-07 16:00:00,2010,4,14,97,7,2,16,0,-7,20.0,1015.0,42.91,103.0,17.0,129.0,4
2010-04-07 17:00:00,2010,4,14,97,7,2,17,0,-8,20.0,1014.0,50.96,94.0,12.0,200.0,3
2010-04-07 18:00:00,2010,4,14,97,7,2,18,0,-7,19.0,1014.0,59.01,90.0,15.0,187.0,3
2010-04-07 19:00:00,2010,4,14,97,7,2,19,0,-8,18.0,1014.0,63.93,87.0,17.0,149.0,3
2010-04-07 20:00:00,2010,4,14,97,7,2,20,0,-6,16.0,1014.0,68.85,80.0,23.0,113.0,4
2010-04-07 21:00:00,2010,4,14,97,7,2,21,0,-4,16.0,1015.0,74.66,84.0,19.0,85.0,4
2010-04-07 22:00:00,2010,4,14,97,7,2,22,0,-3,15.0,1015.0,81.81,96.0,24.0,71.0,4
2010-04-07 23:00:00,2010,4,14,97,7,2,23,0,-2,14.0,1015.0,88.96,110.0,34.0,42.0,4
2010-04-08 00:00:00,2010,4,14,98,8,3,0,0,-1,13.0,1014.0,94.77,104.0,52.0,31.0,3
2010-04-08 01:00:00,2010,4,14,98,8,3,1,0,-1,12.0,1013.0,98.79,97.0,55.0,39.0,3
2010-04-08 02:00:00,2010,4,14,98,8,3,2,0,-1,11.0,1012.0,102.81,84.0,69.0,49.0,3
2010-04-08 03:00:00,2010,4,14,98,8,3,3,0,-1,10.0,1012.0,105.94,74.0,87.0,35.0,3
2010-04-08 04:00:00,2010,4,14,98,8,3,4,0,-1,10.0,1011.0,109.96,74.0,102.0,31.0,3
2010-04-08 05:00:00,2010,4,14,98,8,3,5,0,-1,9.0,1011.0,113.09,67.0,79.0,26.0,3
2010-04-08 06:00:00,2010,4,14,98,8,3,6,0,0,8.0,1011.0,116.22,69.0,75.0,24.0,3
2010-04-08 07:00:00,2010,4,14,98,8,3,7,0,0,9.0,1011.0,119.35,69.0,68.0,22.0,3
2010-04-08 08:00:00,2010,4,14,98,8,3,8,0,1,10.0,1011.0,123.37,75.0,78.0,30.0,4
2010-04-08 09:00:00,2010,4,14,98,8,3,9,0,1,12.0,1010.0,126.5,78.0,101.0,25.0,4
2010-04-08 10:00:00,2010,4,14,98,8,3,10,0,1,13.0,1010.0,129.63,91.0,114.0,21.0,4
2010-04-08 11:00:00,2010,4,14,98,8,3,11,0,1,14.0,1009.0,134.55,107.0,135.0,21.0,5
2010-04-08 12:00:00,2010,4,14,98,8,3,12,0,1,17.0,1008.0,138.57,107.0,140.0,21.0,5
2010-04-08 13:00:00,2010,4,14,98,8,3,13,0,0,18.0,1007.0,143.49,127.0,118.0,35.0,5
2010-04-08 14:00:00,2010,4,14,98,8,3,14,0,1,19.0,1006.0,148.41,132.0,108.0,31.0,4
2010-04-08 15:00:00,2010,4,14,98,8,3,15,0,1,20.0,1005.0,152.43,128.0,103.0,15.0,4
2010-04-08 16:00:00,2010,4,14,98,8,3,16,0,1,21.0,1003.0,159.58,122.0,94.0,16.0,4
2010-04-08 17:00:00,2010,4,14,98,8,3,17,0,1,21.0,1003.0,165.39,113.0,90.0,18.0,5
2010-04-08 18:00:00,2010,4,14,98,8,3,18,0,1,20.0,1003.0,168.52,105.0,87.0,15.0,5
2010-04-08 19:00:00,2010,4,14,98,8,3,19,0,2,19.0,1003.0,170.31,127.0,80.0,17.0,5
2010-04-08 20:00:00,2010,4,14,98,8,3,20,0,3,17.0,1005.0,0.89,144.0,84.0,24.0,5
2010-04-08 21:00:00,2010,4,14,98,8,3,21,0,4,16.0,1006.0,1.79,158.0,96.0,20.0,4
2010-04-08 22:00:00,2010,4,14,98,8,3,22,0,4,15.0,1006.0,1.79,141.0,110.0,54.0,5
2010-04-08 23:00:00,2010,4,14,98,8,3,23,0,4,16.0,1008.0,1.79,124.0,104.0,39.0,5
2010-04-09 00:00:00,2010,4,14,99,9,4,0,0,3,15.0,1007.0,3.13,131.0,97.0,27.0,5
2010-04-09 01:00:00,2010,4,14,99,9,4,1,0,4,15.0,1008.0,7.15,150.0,84.0,52.0,5
2010-04-09 02:00:00,2010,4,14,99,9,4,2,0,3,15.0,1009.0,10.28,137.0,74.0,41.0,4
2010-04-09 03:00:00,2010,4,14,99,9,4,3,0,0,16.0,1009.0,16.09,128.0,74.0,35.0,3
2010-04-09 04:00:00,2010,4,14,99,9,4,4,0,2,14.0,1011.0,4.92,103.0,67.0,44.0,2
2010-04-09 05:00:00,2010,4,14,99,9,4,5,0,2,13.0,1011.0,4.92,60.0,69.0,45.0,3
2010-04-09 06:00:00,2010,4,14,99,9,4,6,0,1,13.0,1011.0,10.73,50.0,69.0,40.0,3
2010-04-09 07:00:00,2010,4,14,99,9,4,7,0,2,12.0,1011.0,16.54,63.0,75.0,27.0,3
2010-04-09 08:00:00,2010,4,14,99,9,4,8,0,0,13.0,1012.0,22.35,77.0,78.0,27.0,2
2010-04-09 09:00:00,2010,4,14,99,9,4,9,0,-1,14.0,1012.0,26.37,62.0,91.0,21.0,3
2010-04-09 10:00:00,2010,4,14,99,9,4,10,0,6,13.0,1013.0,8.05,58.0,107.0,14.0,5
2010-04-09 11:00:00,2010,4,14,99,9,4,11,0,3,11.0,1013.0,15.2,77.0,107.0,14.0,4
2010-04-09 12:00:00,2010,4,14,99,9,4,12,0,3,10.0,1012.0,24.14,131.0,127.0,17.0,3
2010-04-09 13:00:00,2010,4,14,99,9,4,13,0,3,10.0,1012.0,29.06,121.0,132.0,13.0,3
2010-04-09 14:00:00,2010,4,14,99,9,4,14,0,3,10.0,1011.0,33.98,81.0,128.0,17.0,3
2010-04-09 15:00:00,2010,4,14,99,9,4,15,0,3,9.0,1011.0,38.0,77.0,122.0,16.0,3
2010-04-09 16:00:00,2010,4,14,99,9,4,16,0,3,9.0,1011.0,42.02,67.0,113.0,18.0,3
2010-04-09 17:00:00,2010,4,14,99,9,4,17,0,2,8.0,1011.0,45.15,66.0,105.0,12.0,3
2010-04-09 18:00:00,2010,4,14,99,9,4,18,0,2,8.0,1011.0,48.28,60.0,127.0,12.0,4
2010-04-09 19:00:00,2010,4,14,99,9,4,19,0,2,8.0,1012.0,50.07,71.0,144.0,21.0,4
2010-04-09 20:00:00,2010,4,14,99,9,4,20,0,2,8.0,1013.0,1.79,94.0,158.0,30.0,3
2010-04-09 21:00:00,2010,4,14,99,9,4,21,0,2,8.0,1014.0,0.89,90.0,141.0,69.0,3
2010-04-09 22:00:00,2010,4,14,99,9,4,22,0,2,8.0,1015.0,0.89,85.0,124.0,77.0,3
2010-04-09 23:00:00,2010,4,14,99,9,4,23,0,2,8.0,1015.0,0.89,75.0,131.0,49.0,4
2010-04-10 00:00:00,2010,4,14,100,10,5,0,1,2,8.0,1016.0,2.68,79.0,150.0,48.0,4
2010-04-10 01:00:00,2010,4,14,100,10,5,1,1,3,7.0,1017.0,5.81,91.0,137.0,53.0,4
2010-04-10 02:00:00,2010,4,14,100,10,5,2,1,3,8.0,1017.0,7.6,89.0,128.0,52.0,2
2010-04-10 03:00:00,2010,4,14,100,10,5,3,1,0,8.0,1017.0,11.62,102.0,103.0,53.0,0
2010-04-10 04:00:00,2010,4,14,100,10,5,4,1,-8,8.0,1018.0,5.81,49.0,60.0,58.0,0
2010-04-10 05:00:00,2010,4,14,100,10,5,5,1,-10,7.0,1019.0,10.73,14.0,50.0,56.0,0
2010-04-10 06:00:00,2010,4,14,100,10,5,6,1,-10,7.0,1020.0,15.65,14.0,63.0,60.0,0
2010-04-10 07:00:00,2010,4,14,100,10,5,7,1,-11,7.0,1020.0,21.46,16.0,77.0,100.0,1
2010-04-10 08:00:00,2010,4,14,100,10,5,8,1,-12,8.0,1021.0,26.38,14.0,62.0,133.0,0
2010-04-10 09:00:00,2010,4,14,100,10,5,9,1,-11,10.0,1021.0,3.13,22.0,58.0,138.0,0
2010-04-10 10:00:00,2010,4,14,100,10,5,10,1,-13,11.0,1020.0,1.79,17.0,77.0,67.0,1
2010-04-10 11:00:00,2010,4,14,100,10,5,11,1,-13,13.0,1019.0,4.02,16.0,131.0,59.0,1
2010-04-10 12:00:00,2010,4,14,100,10,5,12,1,-13,13.0,1018.0,5.81,19.0,121.0,82.0,1
2010-04-10 13:00:00,2010,4,14,100,10,5,13,1,-13,14.0,1017.0,7.6,19.0,81.0,89.0,1
2010-04-10 14:00:00,2010,4,14,100,10,5,14,1,-13,16.0,1016.0,3.13,24.0,77.0,110.0,1
2010-04-10 15:00:00,2010,4,14,100,10,5,15,1,-13,16.0,1015.0,7.15,22.0,67.0,128.0,1
2010-04-10 16:00:00,2010,4,14,100,10,5,16,1,-13,15.0,1015.0,14.3,22.0,66.0,132.0,1
2010-04-10 17:00:00,2010,4,14,100,10,5,17,1,-14,15.0,1015.0,20.11,32.0,60.0,136.0,1
2010-04-10 18:00:00,2010,4,14,100,10,5,18,1,-14,14.0,1015.0,25.92,30.0,71.0,132.0,1
2010-04-10 19:00:00,2010,4,14,100,10,5,19,1,-8,12.0,1016.0,30.84,24.0,94.0,119.0,2
2010-04-10 20:00:00,2010,4,14,100,10,5,20,1,-4,11.0,1016.0,37.99,29.0,90.0,131.0,2
2010-04-10 21:00:00,2010,4,14,100,10,5,21,1,-5,10.0,1018.0,46.04,56.0,85.0,161.0,2
2010-04-10 22:00:00,2010,4,14,100,10,5,22,1,-6,8.0,1019.0,51.85,58.0,75.0,168.0,2
2010-04-10 23:00:00,2010,4,14,100,10,5,23,1,-6,8.0,1018.0,55.87,53.0,79.0,164.0,2
2010-04-11 00:00:00,2010,4,14,101,11,6,0,1,-5,7.0,1018.0,59.89,37.0,91.0,184.0,2
2010-04-11 01:00:00,2010,4,14,101,11,6,1,1,-4,7.0,1018.0,63.91,39.0,89.0,178.0,2
2010-04-11 02:00:00,2010,4,14,101,11,6,2,1,-3,6.0,1018.0,67.93,40.0,102.0,194.0,2
2010-04-11 03:00:00,2010,4,14,101,11,6,3,1,-3,6.0,1017.0,71.06,44.0,49.0,206.0,2
2010-04-11 04:00:00,2010,4,14,101,11,6,4,1,-3,6.0,1017.0,75.98,48.0,14.0,191.0,3
2010-04-11 05:00:00,2010,4,14,101,11,6,5,1,-2,6.0,1018.0,79.11,54.0,14.0,180.0,4
2010-04-11 06:00:00,2010,4,14,101,11,6,6,1,-1,6.0,1018.0,82.24,73.0,16.0,200.0,3
2010-04-11 07:00:00,2010,4,14,101,11,6,7,1,0,5.0,1018.0,85.37,89.0,14.0,170.0,3
2010-04-11 08:00:00,2010,4,14,101,11,6,8,1,1,5.0,1019.0,89.39,80.0,22.0,197.0,4
2010-04-11 09:00:00,2010,4,14,101,11,6,9,1,1,5.0,1019.0,91.18,84.0,17.0,184.0,3
2010-04-11 10:00:00,2010,4,14,101,11,6,10,1,2,5.0,1019.0,92.97,91.0,16.0,167.0,3
2010-04-11 11:00:00,2010,4,14,101,11,6,11,1,2,6.0,1019.0,96.99,68.0,19.0,111.0,3
2010-04-11 12:00:00,2010,4,14,101,11,6,12,1,1,5.0,1019.0,100.12,67.0,19.0,92.0,3
2010-04-11 13:00:00,2010,4,14,101,11,6,13,1,1,6.0,1017.0,104.14,75.0,24.0,44.0,3
2010-04-11 14:00:00,2010,4,14,101,11,6,14,1,1,7.0,1017.0,0.89,68.0,22.0,41.0,2
2010-04-11 15:00:00,2010,4,14,101,11,6,15,1,1,7.0,1016.0,1.78,63.0,22.0,34.0,2
2010-04-11 16:00:00,2010,4,14,101,11,6,16,1,1,8.0,1015.0,1.79,57.0,32.0,27.0,3
2010-04-11 17:00:00,2010,4,14,101,11,6,17,1,2,7.0,1015.0,1.79,50.0,30.0,32.0,3
2010-04-11 18:00:00,2010,4,14,101,11,6,18,1,2,7.0,1015.0,3.58,63.0,24.0,43.0,3
2010-04-11 19:00:00,2010,4,14,101,11,6,19,1,3,7.0,1015.0,1.79,81.0,29.0,61.0,3
2010-04-11 20:00:00,2010,4,14,101,11,6,20,1,2,7.0,1016.0,3.58,78.0,56.0,70.0,3
2010-04-11 21:00:00,2010,4,14,101,11,6,21,1,2,6.0,1015.0,1.79,79.0,58.0,87.0,3
2010-04-11 22:00:00,2010,4,14,101,11,6,22,1,2,7.0,1015.0,1.79,87.0,53.0,98.0,3
2010-04-11 23:00:00,2010,4,14,101,11,6,23,1,3,6.0,1015.0,3.58,86.0,37.0,173.0,3
2010-04-12 00:00:00,2010,4,15,102,12,0,0,0,2,6.0,1014.0,0.45,86.0,39.0,199.0,3
2010-04-12 01:00:00,2010,4,15,102,12,0,1,0,2,6.0,1014.0,0.9,87.0,40.0,177.0,3
2010-04-12 02:00:00,2010,4,15,102,12,0,2,0,3,7.0,1014.0,1.79,84.0,44.0,169.0,4
2010-04-12 03:00:00,2010,4,15,102,12,0,3,0,3,6.0,1015.0,3.58,86.0,48.0,187.0,4
2010-04-12 04:00:00,2010,4,15,102,12,0,4,0,4,7.0,1015.0,5.37,108.0,54.0,166.0,4
2010-04-12 05:00:00,2010,4,15,102,12,0,5,0,4,6.0,1014.0,7.16,116.0,73.0,161.0,4
2010-04-12 06:00:00,2010,4,15,102,12,0,6,0,4,6.0,1015.0,8.95,105.0,89.0,169.0,2
2010-04-12 07:00:00,2010,4,15,102,12,0,7,0,4,6.0,1016.0,12.08,95.0,80.0,180.0,1
2010-04-12 08:00:00,2010,4,15,102,12,0,8,0,3,7.0,1017.0,17.0,44.0,84.0,166.0,1
2010-04-12 09:00:00,2010,4,15,102,12,0,9,0,-2,7.0,1017.0,21.02,33.0,91.0,185.0,1
2010-04-12 10:00:00,2010,4,15,102,12,0,10,0,-3,8.0,1017.0,29.07,23.0,68.0,166.0,2
2010-04-12 11:00:00,2010,4,15,102,12,0,11,0,-8,8.0,1018.0,34.88,22.0,67.0,171.0,4
2010-04-12 12:00:00,2010,4,15,102,12,0,12,0,-13,8.0,1017.0,44.71,42.0,75.0,176.0,2
2010-04-12 13:00:00,2010,4,15,102,12,0,13,0,-15,11.0,1018.0,57.67,88.0,68.0,186.0,1
2010-04-12 14:00:00,2010,4,15,102,12,0,14,0,-12,9.0,1018.0,70.63,40.0,63.0,142.0,1
2010-04-12 15:00:00,2010,4,15,102,12,0,15,0,-14,9.0,1018.0,84.49,25.0,57.0,121.0,1
2010-04-12 16:00:00,2010,4,15,102,12,0,16,0,-16,10.0,1018.0,98.35,29.0,50.0,130.0,1
2010-04-12 17:00:00,2010,4,15,102,12,0,17,0,-15,9.0,1018.0,109.53,31.0,63.0,132.0,0
2010-04-12 18:00:00,2010,4,15,102,12,0,18,0,-12,8.0,1020.0,118.47,23.0,81.0,126.0,0
2010-04-12 19:00:00,2010,4,15,102,12,0,19,0,-13,6.0,1022.0,128.3,14.0,78.0,47.0,0
2010-04-12 20:00:00,2010,4,15,102,12,0,20,0,-13,6.0,1023.0,136.35,14.0,79.0,25.0,0
2010-04-12 21:00:00,2010,4,15,102,12,0,21,0,-14,5.0,1024.0,143.5,12.0,87.0,23.0,0
2010-04-12 22:00:00,2010,4,15,102,12,0,22,0,-14,5.0,1025.0,150.65,11.0,86.0,20.0,0
2010-04-12 23:00:00,2010,4,15,102,12,0,23,0,-14,4.0,1025.0,156.46,8.0,86.0,18.0,0
2010-04-13 00:00:00,2010,4,15,103,13,1,0,0,-14,4.0,1026.0,162.27,7.0,87.0,30.0,0
2010-04-13 01:00:00,2010,4,15,103,13,1,1,0,-13,4.0,1026.0,170.32,8.0,84.0,14.0,0
2010-04-13 02:00:00,2010,4,15,103,13,1,2,0,-13,3.0,1026.0,175.24,11.0,86.0,12.0,0
2010-04-13 03:00:00,2010,4,15,103,13,1,3,0,-14,3.0,1026.0,180.16,14.0,108.0,18.0,0
2010-04-13 04:00:00,2010,4,15,103,13,1,4,0,-14,2.0,1026.0,183.29,13.0,116.0,19.0,0
